ITEM CODE,IE Trade,IE High,IE Mid,IE Low,IE Base,IE EDM,IE ANEW
IOVWHGI85C-98,49.77,15.7,13.88,13.44,12.99,14.91,14.58
,,,,,,,
IOHGI749OVZW,2.35,0.95,0.81,0.76,0.71,0.9,0.85
IOHGI499OVZW,3.07,1.22,1.06,1,0.95,1.17,1.11
IOHGI8999OVZW,5.18,2.09,1.87,1.75,1.63,1.98,1.95
,,,,,,,
IXW7K469-98,14.48,5.79,4.84,4.35,3.86,5.51,5.07
IXW7K469-86,15.81,6.32,5.28,4.75,4.21,6.01,5.54
IXW7K459-98,16.8,6.72,5.61,5.05,4.48,6.39,5.89
IXW7K459-86,18.95,7.58,6.33,5.69,5.05,7.21,6.64
,,,,,,,
IXWGH-86,5.26,2.09,2.09,2.09,2.09,1.99,2.18
,,,,,,,
IBZ7K469-86,23.5,9.4,8.23,7.64,7.04,8.93,8.64
IBZ7K459-86,19.42,7.77,6.8,6.31,5.82,7.38,7.14
,,,,,,,
,,,,,,,
,,,,,,,
IHU79834-98,20.34,8.14,6.89,6.58,6.26,7.74,7.24
IHU79834-96,17.34,6.93,5.95,5.7,5.46,6.58,6.26
IHU79834-86,24.12,9.63,8.28,7.94,7.59,9.15,8.71
,,,,,,,
IH89834TA-98,32.87,13.15,8.21,7.78,7.34,12.5,8.62
IH89834TA-96,32.06,12.81,7.69,7.34,7,12.19,8.08
IH89834TA-86,29.7,11.87,7.12,6.8,6.48,11.29,7.49
,,,,,,,
IWZ8469-96,64.51,25.81,22.44,21.88,21.32,24.52,23.56
,,,,,,,
IWZ9169H-98,89.41,35.75,31.94,30.02,28.11,33.98,33.53
,,,,,,,
IHS2OVW-98,108.92,43.58,35.72,34.15,32.59,41.38,37.49
IHS2OVW-96,147.39,58.97,50.93,49.03,47.14,56.02,53.47
,,,,,,,
I8649SHW-98,296.36,112.28,107.74,102.08,96.41,106.67,113.13
,,,,,,,
IWKGZ-98,132.36,52.94,41.6,39.7,37.81,39.71,43.69
,,,,,,,
IWKGZ RMWRXZGLI,27.16,8.57,8.57,8.57,8.57,8.14,9
IWKGZ KFOOXLIW,36.43,11.49,11.49,11.49,11.49,10.92,12.06
IWKGZ IVHVG KZMVO,56.41,17.81,17.81,17.81,17.81,16.92,18.7
,,,,,,,
,,,,,,,
,,,,,,,
I1NOVW-98,85,26.82,24.12,22.88,21.63,25.47,25.33
I1NOVWGH-98,98.67,39.47,35.76,33.3,30.84,37.5,37.55
I1NOVWOHG-98,101.8,32.11,27.87,27.2,26.54,30.53,30.53
,,,,,,,
I1NOVWWV,57.98,18.29,15.24,14.1,12.96,17.38,16.01
I1NOVWWVCOI,10.37,3.28,1.64,1.37,1.09,3.11,1.73
I1NOVWIHY-98,21.59,6.8,5.66,5.09,4.52,6.46,5.94
IYFOPOVT,8.34,3.32,2.3,2.04,1.78,3.17,2.42
,,,,,,,
IHR5O-98,24.45,9.79,8.65,8.65,8.65,9.3,9.3
IHR5OHG-98,57.16,22.85,20.15,19.14,18.13,21.72,21.72
,,,,,,,
I1VNOK5W-98,58.61,23.44,22.17,21.6,21.04,22.27,22.27
I1VNOK5F-98,44.61,17.83,16.87,16.44,16.01,16.95,16.95
I1VNOK5FW-95,43.32,17.33,15.29,15.29,15.29,16.44,16.44
,,,,,,,
I1VNW,8.53,3.39,2.94,2.65,2.35,3.23,3.23
I1VNO,7.84,3.12,2.71,2.44,2.16,2.97,2.97
I1VNI,11,4.37,3.8,3.42,3.04,4.17,4.17
I1VNF,9.78,3.89,3.38,3.04,2.7,3.71,3.71
IVNHGF,42.52,17.01,14.69,13.59,12.49,16.16,16.16
,,,,,,,
IVC5K9-98,50.22,20.09,18.51,18.51,18.51,19.09,19.44
IVC5K9OHG-98,105.71,42.3,37.21,37.21,37.21,40.17,40.17
,,,,,,,
IYV5WG-98,46.22,18.49,16.34,16.34,16.34,17.57,17.57
,,,,,,,
IHH8K4-98,68.02,27.19,24.06,22.49,20.93,25.84,25.26
IHH8K4W-98,64.48,25.78,22.81,21.32,19.84,24.5,24.5
,,,,,,,
IHHW,12.26,4.9,4.32,4.32,4.32,4.65,4.55
IHHOI,8.55,3.42,3.02,3.02,3.02,3.25,3.18
IHHIHY,17.69,7.07,5.88,5.29,4.69,6.71,6.17
,,,,,,,
IWW8K4OX-98,44.06,17.62,15.6,15.6,15.6,16.75,16.75
IWW8K4OL-98,41.45,16.58,14.67,14.67,14.67,15.76,15.76
,,,,,,,
IXM5HGL-98,117.97,47.17,41.36,39.98,38.6,44.82,44.82
IXM7HG-98,74.67,29.88,26.55,26.09,25.64,28.38,28.38
IXM7HG-95,63.74,25.5,22.52,22.52,22.52,24.22,24.22
,,,,,,,
IZE6HG-98,90.39,36.16,32.06,31.48,30.91,34.35,34.35
IZE6HG-95,69.28,27.71,24.49,24.49,24.49,26.33,26.33
,,,,,,,
IUM7-98,74.03,30.05,26.36,25.48,24.6,28.11,28.11
IUM7HG-98,82.99,34.09,29.83,28.97,28.12,31.53,31.53
,,,,,,,
INI4OHG-98,168.38,67.34,63.98,61.75,59.52,63.98,63.98
,,,,,,,
I6VNKP5-KHF,105.38,42.14,33.95,31.62,29.28,40.05,35.65
,,,,,,,
I5VNOHG,169.35,67.73,61.43,59.78,58.12,64.35,64.35
I2VNOHG,295.17,118.07,107.1,104.21,101.31,112.16,112.16
,,,,,,,
,,,,,,,
,,,,,,,
IXYTD,98.85,39.55,36.13,35.4,34.68,37.57,37.57
IXYDH7,37.59,15.04,13.27,12.75,12.24,14.28,14.28
,,,,,,,
IEZXXG8-DRUR,52.16,20.85,18.58,17.96,17.34,19.81,19.81
IEZXXG7-DRUR,58.04,23.2,20.67,19.98,19.29,22.04,22.04
IEZITY-DRUR,45.15,18.05,16.08,15.54,15.01,17.14,17.14
IEZITYD-DRUR,55,21.98,19.42,18.82,18.21,20.89,20.89
,,,,,,,
IXIC799W,66.08,26.42,23.21,22.59,21.96,25.1,25.1
,,,,,,,
IXK86FP-98,22.05,8.81,7.73,7.52,7.3,8.39,8.39
,,,,,,,
IXWH-98,55.89,22.35,19.82,19.12,18.41,21.24,21.24
IXKRI-98,58.1,23.23,20.54,19.51,18.49,22.07,22.07
IXXR8919-98,151.15,60.46,52.9,49.12,45.33,57.45,57.45
IXXL8919-98,168.08,67.24,59.61,57.48,55.36,63.87,63.87
IXW8919-95,185.37,74.15,65.02,62.31,59.6,70.44,70.44
IXXSRNV-98,27.58,11.03,9.73,9.25,8.76,10.47,10.47
,,,,,,,
IXTF4ITYXCS,23.14,9.25,8.08,7.78,7.49,8.79,8.79
,,,,,,,
,,,,,,,
,,,,,,,
ISANNVM-98,726.27,290.5,219,198.89,178.78,275.98,275.98
,,,,,,,
ISAHK693939-98,357.01,142.8,108.53,97.11,85.69,135.66,135.66
,,,,,,,
ISATZ69-98,236.97,94.79,69.15,63.01,56.87,90.05,90.05
,,,,,,,
ISAVGN86,175.74,70.3,51.86,47.02,42.18,66.79,66.79
ISAVGNS,,,,,,,
,,,,,,,
ISAHX5484-98,452.98,172.56,128.03,114.67,101.31,172.12,163.92
,,,,,,,
ISAHXXG7,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
ICA89WRN6-XGIO,,,,,,,
ICA89WRN-XGIO,,,,,,,
,,,,,,,
ICAND8434,,,,,,,
ICAWO34,,,,,,,
ICANNVM-98,,,,,,,
ICANFO79,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
IWS4K4W7D,12.84,5.13,4.55,4.39,4.23,4.87,4.87
IWS4K972WF,5.48,2.18,1.99,1.99,1.99,2.08,2.08
IWS4K969WF,7.23,2.88,2.62,2.62,2.62,2.75,2.75
IWS4K959WF,5.97,2.38,2.17,2.17,2.17,2.27,2.27
,,,,,,,
IWS4K9693WF,7.78,3.11,2.75,2.72,2.69,2.96,2.96
IWS4K9593WF,6.53,2.61,2.31,2.29,2.26,2.49,2.49
,,,,,,,
IWS5K469,2.99,1.19,1.03,1.03,1.03,1.12,1.12
IWS5K459,3,1.19,1.03,1.03,1.03,1.13,1.13
,,,,,,,
IWS5K4693,2.37,0.95,0.84,0.85,0.85,0.9,0.9
IWS5K4593,2.82,1.13,1,1.01,1.02,1.08,1.08
,,,,,,,
IXTF4ITYXCS,23.14,9.25,8.08,7.78,7.49,8.79,8.79
,,,,,,,
,,,,,,,
,,,,,,,
IKI639KRII-98,43.12,13.57,11.42,10.71,10,12.9,12.01
,,,,,,,
IKI639KRIU-98,34.54,10.87,9.15,8.58,8.01,10.33,9.62
,,,,,,,
IF639-98,79.57,31.84,22.85,21.81,20.76,23.87,23.97
IF639-95,64.73,25.9,18.59,17.74,16.89,19.42,19.5
,,,,,,,
II639-98,58.24,23.27,18.61,17.06,15.52,17.47,19.55
,,,,,,,
IKI639KRIH-98,52.09,16.44,13.15,12.05,10.95,15.62,15.62
,,,,,,,
I819-98,39.61,15.84,12.58,11.79,10.99,11.88,13.24
I819-95,31.63,12.65,10.05,9.41,8.78,9.49,10.57
,,,,,,,
IKI819KRI-98,33.17,10.44,8.79,8.24,7.69,9.92,9.24
IKI819KRI-95,40.7,12.81,10.78,10.11,9.44,12.18,11.33
,,,,,,,
IKIYIP-98,9.24,2.89,2.31,2.31,2.31,2.75,2.43
IKIYIP-95,7.54,2.36,1.89,1.89,1.89,2.25,1.98
,,,,,,,
IKI819KRID-98,49.42,15.56,13.09,12.28,11.46,14.79,13.76
,,,,,,,
IKI639RK55-98,30.94,9.74,8.2,7.69,7.18,9.26,9.26
,,,,,,,
IIW639ND-98,143.25,57.29,50.14,46.55,42.96,54.44,52.65
,,,,,,,
IWOSIE-SND67H,166.87,66.76,60.19,56.91,53.62,63.42,63.2
,,,,,,,
SIX-88,108.08,43.22,39.64,38.23,36.82,41.07,41.07
,,,,,,,
IKRIND-SRN68H,236.85,94.74,85.16,82.75,80.34,89.99,89.99
,,,,,,,
SIX-88,108.08,43.22,39.64,38.23,36.82,41.07,41.07
,,,,,,,
IHD55-K,5.2,2.1,1.89,1.84,1.78,1.98,1.98
,,,,,,,
IOZ749WGT-98,55.21,22.09,20.61,19.88,19.14,20.98,20.98
,,,,,,,
I8998T7D,30.94,12.38,10.86,10.41,9.95,11.76,11.76
I8997T7D,59.4,23.77,21.14,20.17,19.21,22.57,22.57
,,,,,,,
,,,,,,,
,,,,,,,
IIU89,35.14,14.03,12.66,11.93,11.21,13.36,13.28
IPX7H,20.24,8.1,7.4,6.98,6.56,7.68,7.77
,,,,,,,
IYITA89,6.09,2.43,1.93,1.8,1.68,2.31,2.02
HXTA8949,3.9,1.57,1.37,1.26,1.16,1.49,1.42
,,,,,,,
XXORK,1.02,0.39,0.36,0.34,0.31,0.39,0.38
GOHX,1.08,0.41,0.38,0.36,0.33,0.41,0.4
,,,,,,,
IZT83-98,,,,,,,
IZT83-75,0.71,0.29,0.25,0.25,0.25,0.27,0.27
IZT79,1.35,0.53,0.41,0.37,0.33,0.51,0.43
IZT79-95,,,,,,,
IZT79-75,0.47,0.19,0.16,0.16,0.16,0.18,0.18
IZT79-73,,,,,,,
,,,,,,,
IZT74,2.56,1.02,0.86,0.81,0.75,0.97,0.9
IZT74-75,,,,,,,
IZT74-73,,,,,,,
IXLMRK31-95,11.26,5.4,4.5,4.05,3.61,4.28,4.73
